,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
12855,Oak Park,18 Jessie St,2,h,1006000,S,Stockdale,26/08/2017,11.2,3046,2,1,1.0,716.0,99.36838298479087,,,-37.71589,144.92176,Northern Metropolitan,2651
12856,Ormond,57 Holloway St,3,h,1510000,S,Buxton,26/08/2017,11.4,3204,3,2,3.0,540.0,99.36838298479087,,,-37.902159999999995,145.05069,Southern Metropolitan,3578
12857,Ormond,5 Stewart St,4,h,1870000,PI,Jellis,26/08/2017,11.4,3204,4,2,2.0,663.0,99.36838298479087,1995.0,,-37.90617,145.02875,Southern Metropolitan,3578
12858,Ormond,12 Wallen Rd,4,h,1700000,VB,Marshall,26/08/2017,11.4,3204,4,2,1.0,555.0,99.36838298479087,1950.0,,-37.90367,145.05253000000002,Southern Metropolitan,3578
12859,Parkdale,14 Robert St,3,h,1060000,S,Barry,26/08/2017,21.5,3195,3,1,2.0,602.0,99.36838298479087,,,-37.98656,145.08237,South-Eastern Metropolitan,5087
12860,Parkdale,63 The Corso,4,h,2475000,PI,Buxton,26/08/2017,21.5,3195,4,3,3.0,665.0,450.0,2016.0,,-37.99508,145.07544,South-Eastern Metropolitan,5087
12861,Pascoe Vale,1 Ann St,4,h,1260000,S,Eview,26/08/2017,8.5,3044,4,2,4.0,578.0,171.0,1920.0,,-37.730579999999996,144.9353,Northern Metropolitan,7485
12862,Port Melbourne,44 Garton St,4,t,2455000,SP,Marshall,26/08/2017,3.5,3207,4,3,2.0,123.0,99.36838298479087,2010.0,,-37.833490000000005,144.9484,Southern Metropolitan,8648
12863,Port Melbourne,201 Stokes St,2,h,1515000,SP,Marshall,26/08/2017,3.5,3207,2,2,,197.0,99.36838298479087,,,-37.837540000000004,144.93954,Southern Metropolitan,8648
12864,Prahran,17 Packington Pl,2,h,1365000,S,Jellis,26/08/2017,4.6,3181,2,1,,206.0,100.0,1900.0,,-37.85569,145.00522,Southern Metropolitan,7717
12865,Reservoir,1 Don St,4,h,1112000,S,RW,26/08/2017,12.0,3073,4,2,10.0,1002.0,170.0,1985.0,,-37.70671,145.03086000000002,Northern Metropolitan,21650
12866,Richmond,170 Coppin St,4,h,1800000,S,Biggin,26/08/2017,2.4,3121,4,1,4.0,418.0,99.36838298479087,,,-37.823679999999996,145.00271,Northern Metropolitan,14949
12867,Rosanna,179 Beverley Rd,3,h,1224000,S,Nelson,26/08/2017,8.9,3084,3,1,2.0,609.0,124.0,1960.0,,-37.74351,145.07965,Eastern Metropolitan,3540
12868,Rosanna,30 Phillips Cr,4,h,1426000,S,Nelson,26/08/2017,8.9,3084,4,2,4.0,621.0,99.36838298479087,1980.0,,-37.73543,145.07003999999998,Eastern Metropolitan,3540
12869,Sandringham,221 Bluff Rd,4,h,1490000,S,Buxton,26/08/2017,15.2,3191,4,2,2.0,503.0,168.0,1930.0,,-37.95685,145.01977,Southern Metropolitan,4497
12870,Seddon,48 Hamilton St,4,h,1502000,SP,Sweeney,26/08/2017,5.1,3011,4,3,1.0,934.0,199.0,2014.0,,-37.80898,144.88701,Western Metropolitan,2417
12871,Strathmore,4 Collegian Av,3,h,1848000,S,McDonald,26/08/2017,8.2,3041,3,1,3.0,824.0,189.0,1935.0,,-37.737970000000004,144.92455,Western Metropolitan,3284
12872,Surrey Hills,46 Durham Rd,3,h,1715000,S,Noel,26/08/2017,10.2,3127,3,1,2.0,438.0,151.0,1906.0,,-37.83015,145.09035,Southern Metropolitan,5457
12873,Templestowe,10 Hathaway Cl,4,h,1753000,S,Barry,26/08/2017,15.5,3106,4,2,2.0,689.0,99.36838298479087,2012.0,,-37.766729999999995,145.16555,Eastern Metropolitan,6202
12874,Templestowe Lower,20 Airds Rd,4,h,1745000,S,RT,26/08/2017,12.4,3107,4,2,2.0,741.0,99.36838298479087,,,-37.75843,145.10888,Eastern Metropolitan,5420
12875,Templestowe Lower,16 Benambra Dr,3,h,1190000,S,hockingstuart,26/08/2017,12.4,3107,3,1,1.0,723.0,99.36838298479087,,,-37.76684,145.11309,Eastern Metropolitan,5420
12876,Templestowe Lower,50 Caroline Dr,5,h,1400000,S,Barry,26/08/2017,12.4,3107,5,3,2.0,717.0,310.0,1963.0,,-37.7663,145.1132,Eastern Metropolitan,5420
12877,Templestowe Lower,7 Dove Ct,4,h,1288000,S,Barry,26/08/2017,12.4,3107,4,2,2.0,948.0,99.36838298479087,,,-37.76078,145.10696000000002,Eastern Metropolitan,5420
12878,Thornbury,7 Ballantyne St,3,h,1450000,S,Woodards,26/08/2017,7.0,3071,3,1,1.0,312.0,99.36838298479087,,,-37.7587,144.99966,Northern Metropolitan,8870
12879,Thornbury,201 Gooch St,3,h,1271000,S,Nelson,26/08/2017,7.0,3071,3,1,2.0,470.0,151.0,1950.0,,-37.759370000000004,145.01533999999998,Northern Metropolitan,8870
12880,Vermont,73 Nurlendi Rd,4,h,1263500,S,Barry,26/08/2017,17.2,3133,4,2,2.0,791.0,99.36838298479087,,,-37.84467,145.19276000000002,Eastern Metropolitan,4181
12881,Vermont South,9 Winswood Cl,4,h,1250000,PI,Philip,26/08/2017,17.2,3133,4,2,2.0,986.0,99.36838298479087,,,-37.846790000000006,145.20051,Eastern Metropolitan,4280
12882,Viewbank,149 Graham Rd,5,h,1316000,SP,Nelson,26/08/2017,8.9,3084,5,3,3.0,696.0,99.36838298479087,,,-37.735009999999996,145.08341000000001,Eastern Metropolitan,2698
12883,Wantirna South,12 Armagh Cr,4,h,1323000,S,Barry,26/08/2017,14.7,3152,4,2,2.0,551.0,99.36838298479087,,,-37.87608,145.2239,Eastern Metropolitan,7082
12884,Wantirna South,15 Mara Cl,4,h,1330000,S,Barry,26/08/2017,14.7,3152,4,2,2.0,717.0,191.0,1980.0,,-37.86887,145.22116,Eastern Metropolitan,7082
12885,Wheelers Hill,12 Strada Cr,4,h,1245000,S,Barry,26/08/2017,16.7,3150,4,2,2.0,652.0,99.36838298479087,1981.0,,-37.90562,145.16761,South-Eastern Metropolitan,7392
12886,Williamstown,77 Merrett Dr,3,h,1031000,SP,Williams,26/08/2017,6.8,3016,3,2,2.0,333.0,133.0,1995.0,,-37.85927,144.87904,Western Metropolitan,6380
12887,Williamstown,83 Power St,3,h,1170000,S,Raine,26/08/2017,6.8,3016,3,2,4.0,436.0,99.36838298479087,1997.0,,-37.852740000000004,144.88738,Western Metropolitan,6380
12888,Williamstown,96 Verdon St,4,h,2500000,PI,Sweeney,26/08/2017,6.8,3016,4,1,5.0,866.0,157.0,1920.0,,-37.85908,144.89299,Western Metropolitan,6380
12889,Yarraville,6 Agnes St,4,h,1285000,SP,Village,26/08/2017,6.3,3013,4,1,1.0,362.0,112.0,1920.0,,-37.81188,144.88449,Western Metropolitan,6543
12890,Abbotsford,31 Turner St,4,h,1542000,S,Collins,24/09/2016,2.5,3067,4,3,1.0,528.8290874524715,99.36838298479087,,Yarra,-37.7994,144.9965,Northern Metropolitan,4019
12891,Albert Park,4a Gatehouse La,3,h,1370000,S,Greg,12/06/2016,3.3,3206,3,2,2.0,528.8290874524715,85.0,2000.0,Port Phillip,-37.8451,144.9511,Southern Metropolitan,3280
12892,Albert Park,2b Dundas Pl,3,h,1532000,S,Chisholm,26/07/2016,3.3,3206,3,3,1.0,528.8290874524715,99.36838298479087,,Port Phillip,-37.8415,144.9585,Southern Metropolitan,3280
12893,Armadale,3/20 Mercer Rd,3,t,1918000,SP,Jellis,4/03/2017,6.3,3143,3,2,2.0,528.8290874524715,165.0,1995.0,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836
12894,Armadale,4/20 Mercer Rd,2,h,1780000,S,Marshall,10/12/2016,6.3,3143,2,2,2.0,528.8290874524715,99.36838298479087,,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836
12895,Balwyn,3/10 Westminster St,2,h,1215000,S,Jellis,3/12/2016,9.7,3103,2,2,2.0,528.8290874524715,99.36838298479087,,Boroondara,-37.8134,145.0972,Southern Metropolitan,5682
12896,Bentleigh,15 Miles St,3,h,1100000,VB,Buxton,4/06/2016,13.0,3204,3,2,2.0,528.8290874524715,99.36838298479087,,Glen Eira,-37.922,145.0302,Southern Metropolitan,6795
12897,Bentleigh,77B Fromer St,3,t,1235000,S,Buxton,18/03/2017,13.0,3204,3,2,2.0,528.8290874524715,160.0,2012.0,Glen Eira,-37.9289,145.0478,Southern Metropolitan,6795
12898,Bentleigh East,38 Edinburgh St,4,h,1270000,S,C21,4/03/2017,13.9,3165,4,2,1.0,528.8290874524715,99.36838298479087,,Glen Eira,-37.9174,145.0717,Southern Metropolitan,10969
12899,Brighton,24b Munro St,3,h,1302500,S,Nick,6/08/2016,11.2,3186,3,2,2.0,528.8290874524715,171.0,1993.0,Bayside,-37.9166,144.9942,Southern Metropolitan,10579
12900,Brighton,17 New St,3,h,1900000,S,Marshall,6/08/2016,11.2,3186,3,0,0.0,528.8290874524715,99.36838298479087,,Bayside,-37.9301,144.9935,Southern Metropolitan,10579
12901,Brighton,36a Warleigh Gr,3,t,1850000,SP,Buxton,7/05/2016,11.2,3186,3,2,2.0,528.8290874524715,99.36838298479087,,Bayside,-37.9045,145.0043,Southern Metropolitan,10579
12902,Brighton,1/5 Webb St,3,t,1067000,S,Kay,7/05/2016,11.2,3186,3,0,1.0,528.8290874524715,99.36838298479087,,Bayside,-37.9119,144.9871,Southern Metropolitan,10579
12903,Brighton,1/10 Manor St,3,h,1650000,S,Nick,10/09/2016,11.2,3186,3,2,2.0,528.8290874524715,111.0,1980.0,Bayside,-37.9174,144.9895,Southern Metropolitan,10579
12904,Brighton,6/4 Dudley St,2,u,1300000,PI,Greg,11/02/2017,11.2,3186,2,2,2.0,528.8290874524715,99.36838298479087,,Bayside,-37.9012,144.9878,Southern Metropolitan,10579
12905,Brighton,1/16 Black St,2,u,1100000,S,Buxton,12/11/2016,11.2,3186,2,1,2.0,528.8290874524715,85.0,1935.0,Bayside,-37.9131,144.995,Southern Metropolitan,10579
12906,Brighton,2/5 Loller St,3,t,1411000,S,Buxton,12/11/2016,11.2,3186,3,2,2.0,528.8290874524715,99.36838298479087,2011.0,Bayside,-37.9144,145.0004,Southern Metropolitan,10579
12907,Brighton,5/18 William St,3,u,1005000,SP,hockingstuart,19/11/2016,11.2,3186,3,1,1.0,528.8290874524715,99.36838298479087,,Bayside,-37.909,145.0005,Southern Metropolitan,10579
12908,Brighton,48 Were St,3,u,1250000,S,Marshall,22/08/2016,11.2,3186,3,2,0.0,528.8290874524715,99.36838298479087,,Bayside,-37.9249,144.9928,Southern Metropolitan,10579
12909,Brighton,59 William St,2,h,1701000,S,Buxton,25/02/2017,11.2,3186,2,1,2.0,528.8290874524715,99.36838298479087,,Bayside,-37.9118,145.0041,Southern Metropolitan,10579
12910,Brighton East,30 Studley Rd,4,h,1755000,PI,RT,19/11/2016,10.7,3187,4,2,2.0,528.8290874524715,99.36838298479087,,Bayside,-37.9292,145.0252,Southern Metropolitan,6938
12911,Brunswick,215/1 Dods St,3,u,1044000,S,Jellis,16/07/2016,5.2,3056,3,1,1.0,528.8290874524715,85.0,2000.0,Moreland,-37.773,144.9624,Northern Metropolitan,11918
12912,Brunswick,5 Black St,3,h,1700000,S,Collins,18/06/2016,5.2,3056,3,2,1.0,528.8290874524715,195.0,1945.0,Moreland,-37.7763,144.9597,Northern Metropolitan,11918
12913,Brunswick,302/34 Union St,2,u,1180000,PI,Jellis,27/11/2016,5.2,3056,2,1,1.0,528.8290874524715,99.36838298479087,2010.0,Moreland,-37.7738,144.9585,Northern Metropolitan,11918
12914,Brunswick West,25 Wales St,3,h,1190000,S,Nelson,3/12/2016,5.9,3055,3,1,1.0,528.8290874524715,119.0,1920.0,Moreland,-37.7564,144.9422,Northern Metropolitan,7082
12915,Camberwell,1/806 Burke Rd,2,u,1017000,S,Jellis,3/12/2016,7.8,3124,2,1,2.0,528.8290874524715,99.36838298479087,1940.0,Boroondara,-37.8231,145.0585,Southern Metropolitan,8920
12916,Canterbury,3/34 Faversham Rd,3,t,1843000,S,Jellis,27/06/2016,9.0,3126,3,2,2.0,528.8290874524715,99.36838298479087,,Boroondara,-37.8207,145.0854,Southern Metropolitan,3265
12917,Canterbury,2/46 Wattle Valley Rd,2,u,1016000,S,Fletchers,30/07/2016,9.0,3126,2,1,2.0,528.8290874524715,99.36838298479087,,Boroondara,-37.8291,145.0826,Southern Metropolitan,3265
12918,Carnegie,1/38 Neville St,3,u,1170000,S,Woodards,10/09/2016,11.4,3163,3,1,2.0,528.8290874524715,170.0,1925.0,Glen Eira,-37.8977,145.0493,Southern Metropolitan,7822
12919,Caulfield South,1 Rotorua St,2,h,1012000,S,Gary,7/05/2016,9.3,3162,2,1,1.0,528.8290874524715,99.36838298479087,,Glen Eira,-37.9002,145.02700000000002,Southern Metropolitan,5051
12920,Clifton Hill,195 Gold St,3,h,1226000,S,Nelson,12/11/2016,3.4,3068,3,2,0.0,528.8290874524715,99.36838298479087,,Yarra,-37.7917,144.9902,Northern Metropolitan,2954
12921,Collingwood,10/79 Oxford St,2,u,1260000,S,Jellis,3/09/2016,1.6,3066,2,1,1.0,528.8290874524715,129.0,1900.0,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
12922,Collingwood,65B Hotham St,2,h,1320000,S,Nelson,4/03/2017,1.6,3066,2,2,1.0,528.8290874524715,99.36838298479087,,Yarra,-37.7969,144.9885,Northern Metropolitan,4553
12923,Collingwood,15/18 Islington St,3,t,1125000,SP,Nelson,4/03/2017,1.6,3066,3,2,2.0,528.8290874524715,151.0,2000.0,Yarra,-37.8083,144.9908,Northern Metropolitan,4553
12924,Collingwood,5/77 Little Oxford St,3,u,1326000,S,Nelson,8/10/2016,1.6,3066,3,2,1.0,528.8290874524715,190.0,2013.0,Yarra,-37.8032,144.9842,Northern Metropolitan,4553
12925,Collingwood,1/79 Oxford St,2,h,1230000,S,Jellis,11/02/2017,1.6,3066,2,2,1.0,528.8290874524715,153.0,1920.0,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
12926,Collingwood,38/99 Oxford St,3,u,1470000,S,Nelson,16/04/2016,1.6,3066,3,2,2.0,528.8290874524715,99.36838298479087,,Yarra,-37.8037,144.9846,Northern Metropolitan,4553
12927,Collingwood,8/79 Oxford St,3,u,1500000,S,Jellis,22/08/2016,1.6,3066,2,2,2.0,528.8290874524715,159.0,1920.0,Yarra,-37.8042,144.9845,Northern Metropolitan,4553
12928,Collingwood,31/78 Oxford St,2,u,1215000,S,Jellis,24/09/2016,1.6,3066,3,2,1.0,528.8290874524715,99.36838298479087,1895.0,Yarra,-37.8035,144.985,Northern Metropolitan,4553
12929,Collingwood,12/120 Cambridge St,2,u,1645000,S,Nelson,28/05/2016,1.6,3066,4,1,3.0,528.8290874524715,2.0,1890.0,Yarra,-37.8046,144.9858,Northern Metropolitan,4553
12930,Eaglemont,2/84 The Righi,3,u,1190000,S,Miles,27/11/2016,10.3,3084,3,2,2.0,528.8290874524715,148.0,1975.0,Banyule,-37.7623,145.0569,Eastern Metropolitan,1651
12931,Elwood,1/48 Ormond Rd,2,u,1015000,S,McGrath,13/08/2016,7.7,3184,2,1,2.0,528.8290874524715,99.36838298479087,2003.0,Port Phillip,-37.8844,144.9855,Southern Metropolitan,8989
12932,Elwood,13/9 Milton St,2,u,1122000,SP,Biggin,17/09/2016,7.7,3184,2,2,1.0,528.8290874524715,104.0,1923.0,Port Phillip,-37.8744,144.9888,Southern Metropolitan,8989
12933,Essendon,1/16 Leake St,4,u,1170000,SP,Barry,19/11/2016,8.0,3040,4,2,2.0,528.8290874524715,180.0,2013.0,Moonee Valley,-37.7465,144.91,Western Metropolitan,9264
12934,Essendon,23 MacKay St,2,h,1255000,S,Brad,25/02/2017,8.0,3040,2,1,1.0,528.8290874524715,99.36838298479087,,Moonee Valley,-37.7488,144.9165,Western Metropolitan,9264
12935,Essendon,118 Buckley St,3,h,1100000,PI,Raine,28/08/2016,8.0,3040,3,1,2.0,528.8290874524715,700.0,1915.0,Moonee Valley,-37.7566,144.9155,Western Metropolitan,9264
12936,Fairfield,189 Rathmines St,3,h,1500000,S,McGrath,27/11/2016,5.8,3078,3,1,1.0,528.8290874524715,126.0,1910.0,Darebin,-37.7714,145.0173,Northern Metropolitan,2970
12937,Fitzroy,3/18 Hanover St,3,h,1252000,S,Nelson,3/09/2016,1.6,3065,3,2,2.0,528.8290874524715,137.0,2004.0,Yarra,-37.8029,144.975,Northern Metropolitan,5825
12938,Fitzroy,291 George St,2,h,1460000,PI,Nelson,12/11/2016,1.6,3065,2,1,0.0,528.8290874524715,105.0,1890.0,Yarra,-37.8006,144.9814,Northern Metropolitan,5825
12939,Fitzroy,1/59 Leicester St,3,t,1520000,S,Jellis,12/11/2016,1.6,3065,3,2,2.0,528.8290874524715,99.36838298479087,,Yarra,-37.7951,144.9776,Northern Metropolitan,5825
12940,Fitzroy North,1/180 Queens Pde,2,t,1054000,S,Chambers,10/09/2016,3.5,3068,2,2,1.0,528.8290874524715,99.36838298479087,,Yarra,-37.7903,144.9859,Northern Metropolitan,6244
12941,Fitzroy North,13 Seacombe St,2,h,1232000,S,Jellis,19/11/2016,3.5,3068,2,1,0.0,528.8290874524715,99.36838298479087,,Yarra,-37.7848,144.9806,Northern Metropolitan,6244
12942,Flemington,1/4 Chatham St,3,h,1205000,S,Rendina,15/10/2016,4.4,3031,3,2,2.0,528.8290874524715,99.36838298479087,,Moonee Valley,-37.7826,144.9261,Northern Metropolitan,3593
12943,Footscray,1 Stanlake St,4,h,1300000,S,hockingstuart,10/12/2016,6.4,3011,4,2,3.0,528.8290874524715,190.0,1950.0,Maribyrnong,-37.7923,144.8848,Western Metropolitan,7570
12944,Glen Iris,20 Charles St,6,h,2300000,S,Fletchers,14/05/2016,9.2,3146,6,2,2.0,528.8290874524715,99.36838298479087,,Boroondara,-37.8519,145.091,Southern Metropolitan,10412
12945,Hampton,5b Ocean St,3,u,1457500,S,hockingstuart,18/03/2017,13.7,3188,3,2,2.0,528.8290874524715,99.36838298479087,,Bayside,-37.9371,145.0035,Southern Metropolitan,5454
12946,Hampton East,28 Roydon St,3,t,1150000,S,McGrath,22/08/2016,14.5,3188,3,2,1.0,528.8290874524715,3.0,2005.0,Bayside,-37.9355,145.0276,Southern Metropolitan,2356
12947,Hampton East,4 Dane Rd,4,h,1200000,S,Buxton,28/08/2016,14.5,3188,4,2,2.0,528.8290874524715,154.0,2002.0,Kingston,-37.9405,145.0346,Southern Metropolitan,2356
12948,Hawthorn,6/28 Manningtree Rd,3,u,1975000,VB,hockingstuart,18/06/2016,4.6,3122,3,2,1.0,528.8290874524715,196.0,2010.0,Boroondara,-37.8235,145.029,Southern Metropolitan,11308
12949,Kensington,12 Hardiman St,3,h,1135000,S,Rendina,15/10/2016,4.2,3031,3,1,0.0,528.8290874524715,99.36838298479087,,Melbourne,-37.7957,144.93200000000002,Northern Metropolitan,5263
12950,Kew,4/206 Cotham Rd,3,u,1100000,S,Jellis,27/11/2016,5.6,3101,3,1,1.0,528.8290874524715,115.0,1935.0,Boroondara,-37.8087,145.0452,Southern Metropolitan,10331
12951,Kew East,1/173 Kilby Rd,2,u,1110000,S,Fletchers,19/11/2016,7.5,3102,2,1,1.0,528.8290874524715,99.36838298479087,,Boroondara,-37.7927,145.0597,Southern Metropolitan,2671
12952,Kooyong,6/1 Monaro Rd,2,h,1290000,S,hockingstuart,15/10/2016,6.2,3144,2,2,2.0,528.8290874524715,99.36838298479087,,Stonnington,-37.8407,145.0343,Southern Metropolitan,394
12953,Malvern,17/246 Wattletree Rd,2,u,1350000,VB,RT,4/03/2017,7.4,3144,2,2,2.0,528.8290874524715,99.36838298479087,,Stonnington,-37.8638,145.0379,Southern Metropolitan,4675
12954,Malvern,304/361 Glenferrie Rd,2,u,1155000,S,Marshall,17/09/2016,7.4,3144,2,2,2.0,528.8290874524715,99.36838298479087,2002.0,Stonnington,-37.851,145.03,Southern Metropolitan,4675
12955,Malvern East,78 Emo Rd,4,h,2355000,S,Marshall,3/12/2016,11.2,3145,4,2,3.0,528.8290874524715,223.0,1915.0,Stonnington,-37.8755,145.0523,Southern Metropolitan,8801
12956,Malvern East,2/25 Fisher St,3,t,1135000,S,Jellis,17/09/2016,11.2,3145,3,3,2.0,528.8290874524715,130.0,1988.0,Stonnington,-37.8812,145.05700000000002,Southern Metropolitan,8801
12957,Malvern East,10/1810 Malvern Rd,3,t,1015000,S,Marshall,27/11/2016,11.2,3145,3,2,2.0,528.8290874524715,134.0,2013.0,Stonnington,-37.8689,145.06,Southern Metropolitan,8801
12958,Malvern East,3/100 Tooronga Rd,3,h,1055000,PI,hockingstuart,27/11/2016,11.2,3145,3,2,1.0,528.8290874524715,99.36838298479087,,Stonnington,-37.866,145.0402,Southern Metropolitan,8801
12959,Moonee Ponds,21A Scotia St,3,h,1055000,S,Nelson,3/12/2016,6.9,3039,3,2,2.0,528.8290874524715,189.0,2009.0,Moonee Valley,-37.7688,144.9054,Western Metropolitan,6232
12960,Moonee Ponds,12 Chaucer St,5,h,2405000,S,Nelson,10/12/2016,6.9,3039,5,2,1.0,528.8290874524715,99.36838298479087,,Moonee Valley,-37.7696,144.9227,Western Metropolitan,6232
12961,Newport,53 Mason St,4,h,1115000,S,Greg,18/03/2017,8.4,3015,4,1,1.0,528.8290874524715,163.0,1880.0,Hobsons Bay,-37.8423,144.8795,Western Metropolitan,5498
12962,Niddrie,32 Diamond St,3,h,1235000,S,Brad,4/03/2017,11.2,3042,3,2,1.0,528.8290874524715,204.0,2009.0,Moonee Valley,-37.7473,144.8897,Western Metropolitan,2291
12963,Niddrie,20 Grandview Rd,4,h,1245000,PI,McDonald,27/11/2016,11.2,3042,4,3,3.0,528.8290874524715,225.0,1950.0,Moonee Valley,-37.7386,144.8902,Western Metropolitan,2291
12964,North Melbourne,8/201 Abbotsford St,2,t,1300000,VB,Nelson,18/06/2016,2.3,3051,2,2,1.0,528.8290874524715,99.36838298479087,,Melbourne,-37.8029,144.9452,Northern Metropolitan,6821
12965,Northcote,33 Spencer St,4,h,1340000,S,Leased,10/12/2016,5.5,3070,4,1,2.0,528.8290874524715,99.36838298479087,,Darebin,-37.763000000000005,144.9966,Northern Metropolitan,11364
12966,Northcote,7 Prospect Gr,4,h,2100000,PI,Woodards,12/11/2016,5.5,3070,4,1,2.0,528.8290874524715,99.36838298479087,,Darebin,-37.7736,145.0004,Northern Metropolitan,11364
12967,Northcote,60 Ross St,3,h,1121000,S,Ray,22/08/2016,5.5,3070,3,1,0.0,528.8290874524715,99.36838298479087,,Darebin,-37.7821,144.9995,Northern Metropolitan,11364
12968,Parkville,12/238 The Avenue,3,u,1360000,S,Jellis,3/12/2016,2.6,3052,3,2,1.0,528.8290874524715,139.0,,Melbourne,-37.7818,144.9576,Northern Metropolitan,2309
12969,Parkville,10/238 The Avenue,3,u,1040000,S,Nelson,28/08/2016,2.6,3052,3,2,1.0,528.8290874524715,99.36838298479087,,Melbourne,-37.7818,144.9576,Northern Metropolitan,2309
12970,Port Melbourne,903/107 Beach St,2,u,1100000,S,Biggin,3/09/2016,3.8,3207,2,2,1.0,528.8290874524715,99.36838298479087,,Port Phillip,-37.8405,144.9319,Southern Metropolitan,8648
12971,Port Melbourne,171 Bridge St,2,h,1240000,PI,Leased,3/12/2016,3.8,3207,2,1,0.0,528.8290874524715,99.36838298479087,,Port Phillip,-37.836,144.9419,Southern Metropolitan,8648
12972,Port Melbourne,40 Nelson St,3,h,1150000,S,Marshall,3/12/2016,3.8,3207,3,2,1.0,528.8290874524715,134.0,1990.0,Port Phillip,-37.8359,144.9342,Southern Metropolitan,8648
12973,Port Melbourne,106/216 Rouse St,3,u,1200000,SP,Wilson,3/12/2016,3.8,3207,3,2,2.0,528.8290874524715,139.0,2012.0,Port Phillip,-37.841,144.9379,Southern Metropolitan,8648
12974,Port Melbourne,802/127 Beach St,2,u,1250000,VB,hockingstuart,4/03/2017,3.8,3207,2,2,2.0,528.8290874524715,99.36838298479087,,Port Phillip,-37.8399,144.9287,Southern Metropolitan,8648
12975,Port Melbourne,6/157 Beach St,2,u,1100000,SP,Cayzer,7/05/2016,3.8,3207,2,2,1.0,528.8290874524715,110.0,2006.0,Port Phillip,-37.8392,144.9257,Southern Metropolitan,8648
12976,Port Melbourne,37/85 Rouse St,2,u,1035000,PI,RT,10/09/2016,3.8,3207,2,2,1.0,528.8290874524715,99.36838298479087,2003.0,Port Phillip,-37.8435,144.9415,Southern Metropolitan,8648
12977,Port Melbourne,133/95 Rouse St,2,u,1070000,S,RT,10/09/2016,3.8,3207,2,2,1.0,528.8290874524715,99.36838298479087,2003.0,Port Phillip,-37.8435,144.9415,Southern Metropolitan,8648
12978,Port Melbourne,405/155 Beach St,2,u,1610000,S,Kay,10/12/2016,3.8,3207,2,2,2.0,528.8290874524715,104.0,2007.0,Port Phillip,-37.8392,144.9257,Southern Metropolitan,8648
12979,Port Melbourne,103/2 Pier St,2,u,1405000,S,Marshall,18/06/2016,3.8,3207,2,2,1.0,528.8290874524715,99.36838298479087,,Port Phillip,-37.84,144.9275,Southern Metropolitan,8648
12980,Port Melbourne,801/65 Beach St,3,u,2260000,S,Marshall,22/05/2016,3.8,3207,3,2,2.0,528.8290874524715,450.0,,Port Phillip,-37.842,144.9364,Southern Metropolitan,8648
12981,Port Melbourne,141/95 Rouse St,2,u,1250000,VB,Greg,22/05/2016,3.8,3207,2,2,2.0,528.8290874524715,99.36838298479087,2003.0,Port Phillip,-37.8435,144.9415,Southern Metropolitan,8648
12982,Port Melbourne,702/127 Beach St,2,u,1252000,SP,Cayzer,24/09/2016,3.8,3207,2,1,2.0,528.8290874524715,99.36838298479087,,Port Phillip,-37.8399,144.9287,Southern Metropolitan,8648
12983,Port Melbourne,16 Nelson St,3,h,1520000,PI,Marshall,25/02/2017,3.8,3207,3,2,1.0,528.8290874524715,160.0,2016.0,Port Phillip,-37.8363,144.9336,Southern Metropolitan,8648
12984,Port Melbourne,213 Stokes St,3,h,1380000,S,Marshall,28/05/2016,3.8,3207,3,1,0.0,528.8290874524715,134.0,1890.0,Port Phillip,-37.8373,144.9397,Southern Metropolitan,8648
12985,Prahran,506/220 Commercial Rd,3,u,1400000,S,hockingstuart,4/06/2016,4.5,3181,3,2,2.0,528.8290874524715,136.0,1920.0,Stonnington,-37.847,144.9936,Southern Metropolitan,7717
12986,Prahran,14 Aberdeen Rd,2,h,1106000,S,Biggin,10/12/2016,4.5,3181,2,1,1.0,528.8290874524715,135.0,2005.0,Stonnington,-37.8526,145.0033,Southern Metropolitan,7717
12987,Prahran,503/120 Greville St,3,u,1350000,VB,MICM,12/11/2016,4.5,3181,3,2,2.0,528.8290874524715,99.36838298479087,,Stonnington,-37.8493,144.9908,Southern Metropolitan,7717
12988,Prahran,1/11 Mount St,3,t,1015000,S,Beller,24/09/2016,4.5,3181,3,3,1.0,528.8290874524715,99.36838298479087,,Stonnington,-37.8514,144.9957,Southern Metropolitan,7717
12989,Richmond,503/6 Lord St,2,u,1040000,S,Jellis,10/09/2016,2.6,3121,3,2,2.0,528.8290874524715,95.0,2013.0,Yarra,-37.8198,145.005,Northern Metropolitan,14949
12990,Richmond,9 Type St,4,h,1510000,PI,Biggin,18/03/2017,2.6,3121,4,2,0.0,528.8290874524715,171.0,1900.0,Yarra,-37.8206,145.0099,Northern Metropolitan,14949
12991,Richmond,12 Longfield St,3,h,1540000,S,hockingstuart,25/02/2017,2.6,3121,3,1,1.0,528.8290874524715,99.36838298479087,,Yarra,-37.8214,145.0119,Northern Metropolitan,14949
